,State,City,Pop,PCI,Hp total,price,rating,review,Total,Hp perc
302,me,washington,1512,"35,752",3,3.0,4.666666666666667,5.0,160.0,0.01875
303,mi,macomb,90758,"40,077",10,3.0,4.15,15.5,337.0,0.02967359050445104
304,mi,isabella,2249,"31,088",5,3.0,3.5,7.4,82.0,0.06097560975609756
305,mi,ingham,2524,"35,503",11,3.090909090909091,4.454545454545454,13.636363636363637,624.0,0.017628205128205128
306,mi,schoolcraft,1798,"34,505",3,3.0,4.0,18.666666666666668,58.0,0.05172413793103448
307,mi,osceola,1841,"31,532",1,3.0,4.5,4.0,36.0,0.027777777777777776
308,mi,eaton,4132,"36,492",15,3.1333333333333333,3.966666666666667,10.533333333333333,506.0,0.029644268774703556
309,mi,montcalm,3400,"29,737",15,3.1333333333333333,3.933333333333333,10.333333333333334,439.0,0.03416856492027335
310,mi,livingston,2585,"47,921",19,3.210526315789474,4.2368421052631575,14.947368421052632,1900.0,0.01
311,mi,sanilac,2311,"32,829",1,4.0,5.0,1.0,52.0,0.019230769230769232
312,mi,antrim,2095,"39,601",3,3.0,3.6666666666666665,9.666666666666666,115.0,0.02608695652173913
313,mi,shiawassee,2734,"33,682",17,3.0588235294117645,3.823529411764706,6.764705882352941,838.0,0.02028639618138425
314,mi,tuscola,1948,"32,892",8,3.25,3.5625,7.25,130.0,0.06153846153846154
315,mi,chippewa,211,"29,311",4,3.0,3.875,7.75,13.0,0.3076923076923077
316,mi,mecosta,2676,"28,828",2,3.0,3.75,13.5,80.0,0.025
317,mi,bay,1126,"36,517",3,3.3333333333333335,3.3333333333333335,10.666666666666666,86.0,0.03488372093023256
318,mi,barry,3495,"39,022",14,3.142857142857143,3.892857142857143,9.571428571428571,570.0,0.02456140350877193
319,mi,berrien,5027,"40,046",16,3.125,3.25,10.125,405.0,0.03950617283950617
320,mi,allegan,5034,"38,552",2,3.0,3.75,19.5,144.0,0.013888888888888888
321,mi,cheboygan,4712,"33,728",2,3.0,4.25,14.5,12.0,0.16666666666666666
322,mi,clare,3069,"29,615",1,3.0,4.5,4.0,22.0,0.045454545454545456
323,mi,gladwin,2887,"30,730",3,3.0,3.6666666666666665,6.333333333333333,89.0,0.033707865168539325
324,mi,ionia,10952,"30,260",1,3.0,5.0,22.0,22.0,0.045454545454545456
325,mi,jackson,32605,"34,054",2,3.0,3.75,6.0,27.0,0.07407407407407407
326,mi,kalamazoo,76545,"41,547",3,3.3333333333333335,3.6666666666666665,17.0,110.0,0.02727272727272727
327,mi,lapeer,8621,"36,820",4,3.25,4.375,5.75,11.0,0.36363636363636365
328,mi,marquette,20680,"35,194",2,3.0,4.25,7.5,21.0,0.09523809523809523
329,mi,menominee,8108,"37,545",2,3.0,3.25,16.5,14.0,0.14285714285714285
330,mi,arenac,853,"32,089",1,3.0,4.5,9.0,73.0,0.0136986301369863
331,mi,lake,5847,"27,540",1,3.0,4.5,4.0,56.0,0.017857142857142856
332,mi,wayne,16896,"36,914",1,3.0,4.0,72.0,14.0,0.07142857142857142
333,mi,st. joseph,8355,"32,629",4,3.5,4.0,6.25,23.0,0.17391304347826086
334,mi,saginaw,48323,"34,086",3,3.3333333333333335,3.3333333333333335,7.333333333333333,23.0,0.13043478260869565
335,mi,newaygo,2058,"32,273",3,3.0,3.8333333333333335,16.0,31.0,0.0967741935483871
336,mi,muskegon,37287,"33,447",3,3.0,4.666666666666667,16.0,26.0,0.11538461538461539
337,mi,monroe,19715,"39,996",3,3.3333333333333335,3.6666666666666665,6.666666666666667,14.0,0.21428571428571427
338,mi,midland,41800,"40,836",1,3.0,2.0,16.0,16.0,0.0625
339,mn,fillmore,478,"41,274",1,3.0,4.0,14.0,73.0,0.0136986301369863
340,mn,douglas,755,"47,165",1,3.0,4.0,14.0,43.0,0.023255813953488372
341,mn,lincoln,200,"45,516",2,3.5,4.0,4.5,28.0,0.07142857142857142
342,mn,benton,827,"38,515",2,3.0,4.25,9.5,192.0,0.010416666666666666
343,mn,big stone,268,"49,247",1,3.0,2.5,3.0,5.0,0.2
344,mn,morrison,198,"38,188",1,4.0,3.0,6.0,66.0,0.015151515151515152
345,mn,clay,75,"39,771",4,3.0,3.875,9.25,62.0,0.06451612903225806
346,mn,lake,2221,"43,372",2,3.0,4.75,4.0,4.0,0.5
347,mn,hubbard,798,"36,535",1,3.0,5.0,3.0,13.0,0.07692307692307693
348,mn,otter tail,491,"43,755",3,3.0,3.1666666666666665,4.0,17.0,0.17647058823529413
349,mn,kanabec,932,"36,612",2,3.0,4.5,3.5,27.0,0.07407407407407407
350,mn,washington,739,"57,716",16,3.125,4.03125,24.875,1600.0,0.01
351,mn,traverse,340,"52,402",1,3.0,2.5,3.0,4.0,0.25
352,mn,norman,257,"39,225",4,3.0,3.875,9.25,64.0,0.0625
353,mn,rock,177,"51,342",1,4.0,4.0,16.0,61.0,0.01639344262295082
354,mn,sibley,252,"43,743",18,3.0555555555555554,3.5277777777777777,18.833333333333332,409.0,0.044009779951100246
355,mn,scott,145,"51,927",16,3.0,4.34375,19.5,1600.0,0.01
356,mn,stevens,72,"54,452",1,3.0,2.5,6.0,11.0,0.09090909090909091
357,mn,todd,1438,"37,325",1,4.0,3.0,6.0,73.0,0.0136986301369863
358,mn,waseca,8904,"44,837",2,3.0,3.25,4.5,11.0,0.18181818181818182
359,mn,winona,26813,"43,901",1,3.0,5.0,5.0,16.0,0.0625
360,mn,wabasha,2477,"43,540",2,3.0,4.25,7.5,159.0,0.012578616352201259
361,mn,wadena,4094,"35,655",2,3.5,3.75,4.5,12.0,0.16666666666666666
362,mn,aitkin,2001,"35,185",3,3.3333333333333335,4.333333333333333,4.333333333333333,19.0,0.15789473684210525
363,mn,anoka,17543,"44,544",10,3.3,3.3,14.5,206.0,0.04854368932038835
364,mn,becker,4912,"42,497",2,3.5,3.75,6.0,15.0,0.13333333333333333
365,mn,beltrami,102,"36,353",2,3.0,3.25,9.5,20.0,0.1
366,mn,carlton,1039,"37,416",2,3.0,4.75,6.5,44.0,0.045454545454545456
367,mn,dakota,308,"52,542",3,3.0,3.3333333333333335,8.333333333333334,28.0,0.10714285714285714
368,mn,faribault,23851,"39,312",1,3.0,2.5,8.0,5.0,0.2
369,mn,goodhue,1178,"47,511",14,3.0714285714285716,4.035714285714286,26.357142857142858,1000.0,0.014
370,mn,clearwater,1799,"38,105",1,3.0,4.5,3.0,23.0,0.043478260869565216
371,mn,houston,966,"45,395",2,3.0,4.0,4.5,51.0,0.0392156862745098
372,mn,grant,4152,"47,075",6,3.0,4.083333333333333,23.0,214.0,0.028037383177570093
373,mn,rice,1377,"38,617",1,3.0,4.5,3.0,50.0,0.02
374,mn,ramsey,26928,"47,960",6,3.1666666666666665,3.75,11.833333333333334,108.0,0.05555555555555555
375,mn,pipestone,4021,"54,075",2,3.5,3.75,13.0,69.0,0.028985507246376812
376,mn,mahnomen,1242,"34,463",1,3.0,4.5,3.0,10.0,0.1
377,mn,jackson,3201,"49,921",1,3.0,4.0,7.0,5.0,0.2
378,mn,isanti,5901,"38,327",3,3.0,3.6666666666666665,9.0,60.0,0.05
379,mo,osage,1714,"42,259",2,3.0,3.75,28.0,25.0,0.08
380,mo,howard,527,"35,953",1,3.0,3.5,18.0,105.0,0.009523809523809525
381,mo,st. louis,302838,"61,078",13,3.0,4.115384615384615,27.0,967.0,0.01344364012409514
382,mo,st. charles,70764,"46,189",11,3.090909090909091,3.772727272727273,16.09090909090909,371.0,0.029649595687331536
383,mo,st. clair,4698,"28,289",3,3.0,4.333333333333333,12.666666666666666,66.0,0.045454545454545456
384,mo,ray,28993,"36,379",15,3.2,4.033333333333333,35.53333333333333,888.0,0.016891891891891893
385,mo,perry,694,"36,259",1,4.0,2.5,3.0,114.0,0.008771929824561403
386,mo,chariton,234,"43,074",1,3.0,3.5,18.0,84.0,0.011904761904761904
387,mo,harrison,81,"33,842",7,3.4285714285714284,3.857142857142857,13.0,308.0,0.022727272727272728
388,mo,henry,222,"38,036",4,3.25,3.625,12.5,213.0,0.018779342723004695
389,mo,dallas,328,"29,793",4,3.0,3.625,18.25,180.0,0.022222222222222223
390,mo,polk,743,"30,573",7,3.142857142857143,3.2857142857142856,11.142857142857142,173.0,0.04046242774566474
391,mo,clay,1325,"43,140",20,3.2,3.875,26.6,955.0,0.020942408376963352
392,mo,cooper,1849,"34,347",2,3.0,3.75,11.0,104.0,0.019230769230769232
393,mo,morgan,1431,"37,968",2,3.0,3.75,28.0,141.0,0.014184397163120567
394,mo,nodaway,771,"28,986",1,3.0,4.0,4.0,15.0,0.06666666666666667
395,mo,pike,3726,"32,905",10,3.3,3.1,12.6,228.0,0.043859649122807015
396,mo,boone,316,"42,194",2,3.0,3.75,11.0,98.0,0.02040816326530612
397,mo,oregon,765,"27,034",1,3.0,4.0,4.0,18.0,0.05555555555555555
398,mo,cass,1233,"40,815",16,3.125,4.0625,18.0625,914.0,0.0175054704595186
399,mo,jefferson,502,"36,892",1,3.0,3.5,3.0,19.0,0.05263157894736842
400,mo,carroll,1032,"44,693",1,3.0,3.5,175.0,28.0,0.03571428571428571
401,mo,miller,683,"32,258",1,3.0,4.5,2.0,6.0,0.16666666666666666
402,mo,butler,4038,"33,838",4,3.25,4.25,7.25,231.0,0.017316017316017316
403,mo,camden,186,"33,069",5,3.0,3.2,44.2,144.0,0.034722222222222224
404,mo,clark,290,"34,319",1,3.0,3.5,18.0,80.0,0.0125
405,mo,franklin,95,"38,008",1,3.0,3.5,18.0,105.0,0.009523809523809525
406,mo,gasconade,214,"34,772",6,3.5,3.6666666666666665,10.166666666666666,152.0,0.039473684210526314
407,mo,clinton,8947,"39,940",2,3.0,3.75,19.0,150.0,0.013333333333333334
408,mo,jasper,965,"35,333",2,3.5,3.5,11.0,32.0,0.0625
409,mo,lincoln,1191,"34,561",2,3.0,3.75,28.0,53.0,0.03773584905660377
410,mo,linn,1607,"36,069",5,3.0,4.0,11.6,120.0,0.041666666666666664
411,mo,madison,541,"33,844",1,3.0,3.5,18.0,84.0,0.011904761904761904
412,mo,holt,475,"46,764",1,3.0,3.5,175.0,6.0,0.16666666666666666
413,ms,madison,25676,"58,444",5,3.2,3.8,8.8,44.0,0.11363636363636363
414,ms,george,277,"31,656",13,3.076923076923077,3.6923076923076925,8.153846153846153,271.0,0.04797047970479705
415,ms,grenada,12466,"31,056",2,3.0,4.25,9.5,26.0,0.07692307692307693
416,ms,jackson,164422,"34,845",3,3.0,3.6666666666666665,12.333333333333334,98.0,0.030612244897959183
417,ms,coahoma,329,"30,204",1,3.0,3.5,12.0,55.0,0.01818181818181818
418,ms,marion,1479,"29,193",1,3.0,5.0,8.0,9.0,0.1111111111111111
419,ms,pontotoc,6144,"29,277",1,3.0,3.5,3.0,14.0,0.07142857142857142
420,ms,newton,3223,"33,198",1,3.0,5.0,8.0,12.0,0.08333333333333333
421,ms,tishomingo,331,"29,121",1,3.0,1.0,3.0,9.0,0.1111111111111111
422,ms,tunica,916,"30,581",1,3.0,3.5,12.0,27.0,0.037037037037037035
423,ms,union,1924,"29,254",1,3.0,5.0,8.0,10.0,0.1
424,ms,sunflower,1007,"26,883",1,3.0,4.0,7.0,5.0,0.2
425,ms,quitman,2111,"24,420",1,3.0,5.0,8.0,14.0,0.07142857142857142
426,mt,missoula,74428,"40,858",2,3.0,4.25,25.5,70.0,0.02857142857142857
427,mt,cascade,685,"41,893",4,3.0,4.5,6.75,19.0,0.21052631578947367
428,nc,lenoir,17938,"35,597",5,3.0,4.1,12.8,96.0,0.052083333333333336
429,nc,rockingham,8776,"33,261",2,3.0,4.5,12.0,58.0,0.034482758620689655
430,nc,madison,2118,"29,263",19,3.263157894736842,3.5,8.105263157894736,507.0,0.03747534516765286
431,nc,macon,111,"34,734",1,3.0,5.0,1.0,7.0,0.14285714285714285
432,nc,brunswick,971,"36,576",8,3.125,3.0625,14.75,477.0,0.016771488469601678
433,nc,henderson,14936,"37,444",1,3.0,5.0,1.0,23.0,0.043478260869565216
434,nc,beaufort,4391,"37,538",2,3.0,4.0,9.0,10.0,0.2
435,nc,catawba,620,"38,414",7,3.142857142857143,3.9285714285714284,15.142857142857142,291.0,0.024054982817869417
436,nc,cleveland,881,"32,809",3,3.0,4.166666666666667,11.0,64.0,0.046875
437,nc,davidson,12921,"34,484",6,3.1666666666666665,3.3333333333333335,14.0,312.0,0.019230769230769232
438,nc,durham,274291,"43,817",11,3.090909090909091,3.9545454545454546,34.72727272727273,1100.0,0.01
439,nc,franklin,4042,"31,256",1,4.0,2.5,2.0,7.0,0.14285714285714285
440,nd,williams,15,"102,808",1,3.0,3.0,2.0,8.0,0.125
441,nd,richland,18,"43,573",2,3.0,3.5,8.5,21.0,0.09523809523809523
442,nd,oliver,10,"46,166",1,3.0,4.5,6.0,32.0,0.03125
443,nd,grant,105,"40,458",1,3.0,4.5,6.0,32.0,0.03125
444,nd,barnes,21,"49,276",1,3.0,4.5,6.0,32.0,0.03125
445,nd,morton,45,"50,815",1,3.0,4.5,6.0,32.0,0.03125
446,nd,ransom,52,"43,100",3,3.0,3.6666666666666665,10.333333333333334,27.0,0.1111111111111111
447,nd,mckenzie,99,"81,696",1,3.0,4.5,6.0,32.0,0.03125
448,nd,grand forks,56948,"46,131",2,3.0,3.25,9.5,20.0,0.1
449,ne,madison,2381,"44,682",1,3.0,5.0,5.0,9.0,0.1111111111111111
450,ne,pierce,1726,"55,980",1,3.0,5.0,5.0,4.0,0.25
451,ne,seward,7220,"45,424",1,3.0,4.0,4.0,33.0,0.030303030303030304
452,ne,valley,2845,"42,877",15,3.2666666666666666,3.8333333333333335,11.2,313.0,0.04792332268370607
453,ne,wayne,5622,"42,017",4,3.0,4.375,5.5,27.0,0.14814814814814814
454,ne,cuming,233,"76,262",2,3.0,5.0,6.5,43.0,0.046511627906976744
455,ne,stanton,1511,"42,472",1,3.0,5.0,5.0,26.0,0.038461538461538464
456,ne,thayer,130,"52,541",1,3.0,5.0,9.0,61.0,0.01639344262295082
457,ne,douglas,202,"57,890",1,3.0,5.0,9.0,112.0,0.008928571428571428
458,ne,butler,619,"45,842",1,3.0,4.0,4.0,124.0,0.008064516129032258
459,ne,cedar,61,"55,188",1,3.0,5.0,5.0,7.0,0.14285714285714285
460,ne,jefferson,112,"47,692",1,3.0,5.0,9.0,58.0,0.017241379310344827
461,ne,adams,912,"45,289",2,3.0,4.5,6.5,31.0,0.06451612903225806
462,ne,washington,117,"50,337",2,3.0,4.25,18.0,121.0,0.01652892561983471
463,ne,antelope,205,"53,502",1,3.0,5.0,5.0,4.0,0.25
464,nh,sullivan,675,"45,755",2,3.0,3.0,7.5,25.0,0.08
465,nh,carroll,742,"50,020",1,3.0,3.5,190.0,5.0,0.2
466,nh,grafton,1336,"52,320",4,3.25,4.0,9.75,60.0,0.06666666666666667
467,nh,merrimack,25969,"51,831",8,3.0,3.6875,16.875,287.0,0.027874564459930314
468,nh,strafford,4186,"43,174",3,3.0,4.666666666666667,13.0,326.0,0.009202453987730062
469,nj,warren,15745,"49,188",4,3.25,3.0,11.25,204.0,0.0196078431372549
470,nj,ocean,26708,"44,949",3,3.0,3.3333333333333335,8.333333333333334,133.0,0.022556390977443608
471,nj,union,5525,"59,230",23,3.130434782608696,3.760869565217391,41.08695652173913,543.0,0.0423572744014733
472,nj,salem,4747,"43,087",17,3.176470588235294,3.8529411764705883,18.764705882352942,537.0,0.03165735567970205
473,nj,burlington,9884,"53,760",3,3.0,3.5,14.666666666666666,90.0,0.03333333333333333
474,nj,morris,19145,"84,260",35,3.1142857142857143,4.114285714285714,94.51428571428572,12200.0,0.0028688524590163933
475,nj,cape may,3448,"51,473",2,3.5,3.75,20.5,29.0,0.06896551724137931
476,nj,camden,73973,"46,905",19,3.0526315789473686,4.078947368421052,67.21052631578948,729.0,0.02606310013717421
477,nj,passaic,69948,"45,746",7,3.142857142857143,3.642857142857143,28.0,270.0,0.025925925925925925
478,nj,gloucester,63884,"47,392",16,3.0625,4.0625,39.9375,702.0,0.022792022792022793
479,nm,santa fe,84612,"50,557",6,3.1666666666666665,3.6666666666666665,52.333333333333336,136.0,0.04411764705882353
480,nm,taos,5971,"33,342",1,3.0,3.5,7.0,23.0,0.043478260869565216
481,nv,carson city,55414,"42,537",8,3.125,4.0625,39.125,387.0,0.020671834625323
482,nv,elko,20341,"42,169",1,3.0,4.0,12.0,6.0,0.16666666666666666
483,ny,lewis,1306,"41,061",9,3.0,3.888888888888889,25.666666666666668,187.0,0.0481283422459893
484,ny,putnam,576,"57,163",31,3.161290322580645,4.241935483870968,35.193548387096776,5600.0,0.005535714285714285
485,ny,essex,636,"39,500",1,3.0,5.0,7.0,18.0,0.05555555555555555
486,ny,livingston,3473,"36,686",1,4.0,1.0,1.0,31.0,0.03225806451612903
487,ny,clinton,710,"38,463",1,3.0,5.0,5.0,29.0,0.034482758620689655
488,ny,greene,5084,"41,786",7,3.142857142857143,3.7857142857142856,17.857142857142858,165.0,0.04242424242424243
489,ny,chenango,10596,"36,583",2,3.0,3.75,11.5,58.0,0.034482758620689655
490,ny,schenectady,65575,"45,851",15,3.1333333333333333,2.933333333333333,23.6,254.0,0.05905511811023622
491,ny,rensselaer,9212,"42,725",4,3.0,3.875,25.25,94.0,0.0425531914893617
492,ny,oneida,10912,"38,764",1,3.0,4.0,19.0,6.0,0.16666666666666666
493,ny,new york,8398748,"151,128",34,3.235294117647059,4.117647058823529,142.3235294117647,10700.0,0.003177570093457944
494,ny,ontario,10088,"45,771",4,3.25,3.875,10.75,62.0,0.06451612903225806
495,ny,albany,97279,"53,791",15,3.1333333333333333,3.566666666666667,19.733333333333334,294.0,0.05102040816326531
496,ny,allegany,7597,"31,518",1,3.0,3.5,3.0,7.0,0.14285714285714285
497,ny,genesee,1608,"39,185",1,3.0,3.5,3.0,22.0,0.045454545454545456
498,ny,hamilton,6443,"46,724",5,3.4,3.5,10.6,284.0,0.017605633802816902
499,ny,orleans,2731,"34,128",2,3.0,2.75,31.5,35.0,0.05714285714285714
500,ny,ulster,12593,"42,913",1,3.0,4.0,37.0,61.0,0.01639344262295082
501,ny,tioga,4690,"41,958",8,3.125,3.4375,15.875,191.0,0.041884816753926704
502,ny,rockland,3678,"53,434",36,3.0833333333333335,4.305555555555555,71.72222222222223,13700.0,0.002627737226277372
503,ny,wayne,988,"39,367",9,3.2222222222222223,3.5,37.111111111111114,232.0,0.03879310344827586
504,ny,jefferson,1421,"42,753",13,3.3076923076923075,3.6153846153846154,14.153846153846153,305.0,0.04262295081967213
505,ny,broome,989,"38,276",8,3.125,3.3125,15.75,155.0,0.05161290322580645
506,ny,saratoga,5725,"55,809",7,3.0,4.0,18.857142857142858,90.0,0.07777777777777778
507,ny,orange,50092,"45,306",26,3.1538461538461537,4.134615384615385,92.1923076923077,5600.0,0.004642857142857143
508,ny,nassau,4783,"75,376",4,3.0,4.0,21.25,61.0,0.06557377049180328
509,ny,madison,2900,"38,109",3,3.0,4.5,12.666666666666666,271.0,0.01107011070110701
510,ny,sullivan,15149,"38,880",12,3.3333333333333335,3.9166666666666665,34.916666666666664,518.0,0.023166023166023165
511,ny,niagara,8005,"39,110",4,3.0,3.375,26.5,44.0,0.09090909090909091
512,ny,steuben,1127,"39,559",1,3.0,4.0,7.0,85.0,0.011764705882352941
513,ny,seneca,2683,"34,271",1,3.0,4.0,7.0,20.0,0.05
514,ny,monroe,19791,"45,897",3,3.0,3.1666666666666665,22.333333333333332,30.0,0.1
515,ny,montgomery,24022,"36,597",1,3.0,5.0,4.0,7.0,0.14285714285714285
516,ny,richmond,3246,"48,150",3,3.0,4.166666666666667,37.0,67.0,0.04477611940298507
517,oh,scioto,3543,"33,430",2,4.0,3.0,3.0,51.0,0.0392156862745098
518,oh,tuscarawas,1849,"38,918",2,3.0,2.75,6.5,8.0,0.25
519,oh,highland,2286,"31,379",2,3.0,4.0,7.5,23.0,0.08695652173913043
520,oh,allen,1085,"36,813",3,3.0,3.8333333333333335,4.333333333333333,76.0,0.039473684210526314
521,oh,hocking,4833,"32,511",12,3.1666666666666665,4.0,22.916666666666668,759.0,0.015810276679841896
522,oh,crawford,1853,"34,696",2,3.0,4.5,6.0,16.0,0.125
523,oh,adams,1073,"30,254",4,3.5,3.5,2.75,110.0,0.03636363636363636
524,oh,butler,3448,"40,702",1,3.0,4.0,9.0,9.0,0.1111111111111111
525,oh,miami,42554,"41,460",1,3.0,2.5,14.0,8.0,0.125
526,oh,brown,7482,"31,949",19,3.1052631578947367,3.973684210526316,23.789473684210527,661.0,0.028744326777609682
527,oh,clinton,4102,"38,592",1,3.0,4.0,9.0,5.0,0.2
528,oh,knox,4201,"38,388",16,3.0,4.0625,36.0625,865.0,0.018497109826589597
529,oh,fulton,3210,"39,673",6,3.0,4.333333333333333,30.166666666666668,102.0,0.058823529411764705
530,oh,ottawa,7764,"44,317",1,3.0,5.0,3.0,28.0,0.03571428571428571
531,oh,fayette,8859,"33,952",16,3.1875,3.9375,20.9375,450.0,0.035555555555555556
532,oh,lawrence,2473,"33,507",3,3.0,3.8333333333333335,9.333333333333334,92.0,0.03260869565217391
533,oh,licking,4899,"40,333",19,3.0526315789473686,3.973684210526316,40.0,852.0,0.022300469483568074
534,oh,seneca,447,"34,204",7,3.142857142857143,3.7857142857142856,13.571428571428571,194.0,0.03608247422680412
535,oh,summit,610,"45,112",18,3.0555555555555554,4.0,20.77777777777778,1100.0,0.016363636363636365
536,oh,muskingum,4538,"36,560",3,3.0,4.333333333333333,2.0,111.0,0.02702702702702703
537,oh,carroll,2100,"35,185",1,3.0,2.5,24.0,15.0,0.06666666666666667
538,oh,erie,1202,"57,133",10,3.0,4.3,12.7,324.0,0.030864197530864196
539,oh,pickaway,2112,"36,123",11,3.090909090909091,4.2272727272727275,46.0,849.0,0.012956419316843345
540,oh,greene,965,"43,515",17,3.0,4.029411764705882,30.294117647058822,1100.0,0.015454545454545455
541,oh,henry,4321,"39,851",5,3.2,3.4,16.4,200.0,0.025
542,oh,pike,4115,"32,934",3,3.6666666666666665,3.1666666666666665,3.0,37.0,0.08108108108108109
543,oh,holmes,1262,"36,069",14,3.0,3.642857142857143,8.285714285714286,357.0,0.0392156862745098
544,oh,washington,1858,"37,943",2,3.0,2.75,5.0,11.0,0.18181818181818182
545,oh,marion,36087,"32,292",19,3.0,4.131578947368421,25.31578947368421,731.0,0.025991792065663474
546,oh,lorain,64028,"40,458",2,3.0,4.75,5.0,65.0,0.03076923076923077
547,oh,jackson,6242,"32,512",1,4.0,1.0,3.0,68.0,0.014705882352941176
548,oh,clark,3030,"36,077",14,3.0,4.0,28.285714285714285,1000.0,0.014
549,oh,hamilton,62174,"51,996",6,3.0,3.75,22.833333333333332,144.0,0.041666666666666664
550,oh,franklin,11686,"45,894",5,3.0,3.7,12.2,130.0,0.038461538461538464
551,oh,fairfield,42613,"40,094",2,3.0,4.25,19.5,64.0,0.03125
552,oh,delaware,39930,"63,042",4,3.0,4.0,44.75,145.0,0.027586206896551724
553,oh,defiance,16663,"37,310",5,3.2,3.4,14.8,250.0,0.02
554,oh,ashtabula,18079,"34,087",17,3.0588235294117645,3.8529411764705883,10.941176470588236,437.0,0.038901601830663615
555,oh,columbiana,6231,"34,446",2,3.0,2.75,11.0,91.0,0.02197802197802198
556,oh,medina,26072,"47,712",3,3.0,3.5,7.0,27.0,0.1111111111111111
557,oh,monroe,13887,"29,895",1,3.0,5.0,5.0,23.0,0.043478260869565216
558,oh,huron,6893,"36,022",1,3.0,4.0,9.0,10.0,0.1
559,oh,sandusky,24714,"36,561",1,3.0,4.0,9.0,14.0,0.07142857142857142
560,oh,noble,1704,"24,020",3,3.0,4.333333333333333,7.666666666666667,67.0,0.04477611940298507
561,oh,montgomery,10805,"41,017",7,3.0,4.214285714285714,34.0,159.0,0.0440251572327044
562,oh,morgan,2097,"29,734",3,3.0,4.166666666666667,2.0,84.0,0.03571428571428571
563,oh,lake,725,"44,891",18,3.111111111111111,3.9444444444444446,12.61111111111111,743.0,0.024226110363391656
564,oh,richland,6123,"35,138",16,3.1875,3.65625,23.25,326.0,0.049079754601226995
565,oh,perry,3407,"32,356",1,3.0,4.5,3.0,41.0,0.024390243902439025
566,oh,auglaize,2657,"42,446",3,3.3333333333333335,4.333333333333333,3.3333333333333335,107.0,0.028037383177570093
567,oh,trumbull,1353,"35,997",15,3.2666666666666666,3.7333333333333334,10.333333333333334,709.0,0.021156558533145273
568,oh,meigs,3780,"30,516",2,3.0,4.75,1.5,49.0,0.04081632653061224
569,oh,ashland,20423,"34,388",3,3.0,4.166666666666667,11.333333333333334,30.0,0.1
570,oh,jefferson,1011,"34,487",15,3.1333333333333333,3.7666666666666666,9.0,554.0,0.02707581227436823
571,oh,warren,38382,"50,919",2,3.0,3.5,14.0,28.0,0.07142857142857142
572,oh,van wert,10680,"37,490",5,3.4,4.0,14.2,141.0,0.03546099290780142
573,oh,shelby,9030,"40,925",2,3.0,4.5,6.0,16.0,0.125
574,ok,muskogee,37402,"33,556",2,3.5,1.5,1.5,12.0,0.16666666666666666
575,ok,noble,6874,"42,917",1,3.0,5.0,1.0,94.0,0.010638297872340425
576,ok,okmulgee,11795,"31,883",14,3.0714285714285716,3.607142857142857,12.142857142857142,289.0,0.04844290657439446
577,ok,osage,155,"34,574",11,3.0,3.8181818181818183,11.272727272727273,330.0,0.03333333333333333
578,ok,tulsa,400669,"71,431",9,3.111111111111111,3.7222222222222223,12.777777777777779,287.0,0.0313588850174216
579,ok,seminole,7172,"34,254",1,3.0,4.0,4.0,198.0,0.005050505050505051
580,ok,wagoner,9061,"36,245",7,3.0,4.214285714285714,7.142857142857143,315.0,0.022222222222222223
581,ok,pawnee,2117,"34,000",3,3.0,3.8333333333333335,5.0,64.0,0.046875
582,ok,mccurtain,504,"30,316",1,3.0,5.0,7.0,65.0,0.015384615384615385
583,ok,marshall,299,"31,123",3,3.3333333333333335,3.6666666666666665,6.666666666666667,22.0,0.13636363636363635
584,ok,beaver,1404,"54,140",1,3.0,5.0,2.0,5.0,0.2
585,ok,atoka,3131,"29,639",1,3.0,4.5,6.0,21.0,0.047619047619047616
586,ok,le flore,176,"31,273",1,3.0,5.0,7.0,52.0,0.019230769230769232
587,ok,canadian,205,"43,656",2,3.5,1.5,1.5,16.0,0.125
588,ok,carter,239,"42,438",1,4.0,1.5,2.0,14.0,0.07142857142857142
589,ok,cherokee,1507,"29,129",4,3.25,3.125,5.75,14.0,0.2857142857142857
590,ok,choctaw,12624,"30,261",1,3.0,4.0,4.0,26.0,0.038461538461538464
591,ok,comanche,1567,"37,682",4,3.0,4.0,10.0,92.0,0.043478260869565216
592,ok,garvin,254,"38,125",1,4.0,4.0,8.0,17.0,0.058823529411764705
593,ok,haskell,1923,"34,161",5,3.0,3.2,7.4,258.0,0.01937984496124031
594,ok,jefferson,8,"35,341",2,3.5,3.75,7.0,44.0,0.045454545454545456
595,ok,kingfisher,4924,"46,789",12,3.0,4.083333333333333,15.083333333333334,215.0,0.05581395348837209
596,or,yamhill,1172,"37,891",4,3.0,3.375,34.0,514.0,0.007782101167315175
597,or,tillamook,5311,"37,857",1,3.0,2.5,3.0,6.0,0.16666666666666666
598,or,hood river,7806,"44,061",3,3.0,4.166666666666667,11.666666666666666,33.0,0.09090909090909091
599,or,wasco,393,"38,229",2,3.0,4.5,3.5,26.0,0.07692307692307693
600,pa,lawrence,7561,"38,684",3,3.0,4.166666666666667,10.0,29.0,0.10344827586206896
601,pa,clarion,3909,"37,115",10,3.0,3.4,8.9,186.0,0.053763440860215055
602,pa,schuylkill,8641,"36,707",18,3.0555555555555554,4.027777777777778,15.277777777777779,852.0,0.02112676056338028
603,pa,venango,831,"37,164",1,3.0,3.5,2.0,22.0,0.045454545454545456
